timestamp,frame_id,yaw,pitch,roll,ear,wrist_velocity,label
1779193429.0264,324,7.01,-12.18,5.16,0.4303,0.005282,0
1779193429.0852,325,6.98,-12.17,5.15,0.4329,0.003958,0
1779193429.149,326,6.94,-11.81,4.98,0.4323,0.003343,0
1779193429.2138,327,7.01,-11.43,4.83,0.4343,0.003289,0
1779193429.2913,328,6.98,-10.63,4.4,0.4364,0.002738,0
1779193429.3625,329,7.05,-10.71,4.45,0.4407,0.003218,0
1779193429.437,330,7.06,-10.61,4.35,0.4414,0.004356,0
1779193429.5215,331,7.08,-10.85,4.34,0.4413,0.005457,0
1779193429.6254,332,7.19,-10.65,4.14,0.4415,0.006021,0
1779193429.7084,333,7.29,-10.41,3.98,0.4411,0.006558,0
1779193429.7802,334,7.37,-10.18,3.85,0.4417,0.006333,0
1779193429.859,335,7.41,-9.94,3.9,0.4404,0.006073,0
1779193429.9401,336,7.27,-9.7,4.14,0.4416,0.00536,0
1779193430.0312,337,7.19,-9.82,4.51,0.4433,0.004957,0
1779193430.0996,338,7.22,-9.62,4.59,0.4438,0.0038,0
1779193430.1633,339,7.15,-10.36,4.73,0.4437,0.003463,0
1779193430.2314,340,7.08,-10.44,4.95,0.445,0.003829,0
1779193430.3099,341,7.21,-8.94,4.82,0.4444,0.004849,0
1779193430.3969,342,7.18,-7.88,4.68,0.4424,0.004787,0
1779193430.4666,343,7.39,-6.88,4.82,0.4429,0.005175,0
1779193430.5493,344,7.36,-7.61,5.31,0.4414,0.004966,0
1779193430.6259,345,7.05,-8.17,5.18,0.4366,0.00424,0
1779193430.7059,346,6.88,-7.5,5.37,0.4393,0.003477,0
1779193430.7908,347,6.85,-6.52,5.18,0.4358,0.003596,0
1779193430.8658,348,6.91,-5.96,4.92,0.4378,0.004141,0
1779193430.9442,349,6.93,-5.36,4.25,0.4373,0.004458,0
1779193431.016,350,6.95,-5.18,4.29,0.4331,0.004671,0
1779193431.0711,351,6.88,-5.54,4.3,0.4341,0.004848,0
1779193431.1317,352,6.6,-5.6,4.29,0.4362,0.004474,0
1779193431.1964,353,6.76,-4.96,4.48,0.4417,0.004084,0
1779193431.2684,354,6.82,-4.43,4.64,0.4407,0.003508,0
1779193431.3433,355,6.9,-4.18,4.98,0.4403,0.002838,0
1779193431.4147,356,6.78,-4.28,4.97,0.4398,0.002234,0
1779193431.4928,357,6.75,-4.53,4.49,0.4382,0.002103,0
1779193431.5753,358,6.56,-4.69,3.8,0.4398,0.002042,0
1779193431.6606,359,6.46,-5.3,3.95,0.4372,0.002208,0
1779193431.7452,360,6.69,-5.61,4.57,0.4419,0.002418,0
1779193431.8241,361,6.76,-5.72,5.09,0.4417,0.002608,0
1779193431.9065,362,6.9,-5.01,4.45,0.4425,0.003459,0
1779193431.9824,363,6.79,-5.86,4.11,0.4433,0.003268,0
1779193432.0567,364,6.66,-6.28,4.26,0.4416,0.003895,0
1779193432.1333,365,6.52,-7.17,4.54,0.4365,0.00521,0
1779193432.2004,366,6.52,-7.52,4.41,0.4374,0.005742,0
1779193432.283,367,6.58,-7.53,4.51,0.4406,0.004947,0
1779193432.3635,368,6.56,-7.12,4.74,0.4427,0.004921,0
1779193432.4672,369,6.55,-6.95,4.75,0.4421,0.004556,0
1779193432.5591,370,6.55,-6.48,4.73,0.4404,0.002954,0
1779193432.636,371,6.59,-6.32,4.58,0.438,0.002434,0
1779193432.7151,372,6.62,-5.83,4.44,0.436,0.002901,0
1779193432.7928,373,6.49,-1.06,4.3,0.4328,0.003578,0
1779193432.8713,374,6.77,9.95,4.09,0.4222,0.004414,0
1779193432.9523,375,7.43,16.89,3.5,0.4242,0.00579,0
1779193433.0298,376,7.97,25.09,6.32,0.4284,0.005899,0
1779193433.1016,377,8.04,27.43,7.0,0.4339,0.005891,0
1779193433.1669,378,8.02,27.94,7.46,0.4274,0.005934,0
1779193433.2382,379,8.01,27.88,7.56,0.4266,0.005391,0
1779193433.3086,380,7.56,27.55,7.51,0.4309,0.004492,0
1779193433.3824,381,7.64,27.48,7.18,0.4285,0.004159,0
1779193433.4638,382,7.43,26.29,7.01,0.4008,0.003794,0
1779193433.546,383,6.46,19.14,5.23,0.4237,0.003293,0
1779193433.6152,384,6.27,15.9,5.01,0.4263,0.003368,0
1779193433.683,385,6.03,12.22,4.96,0.4017,0.002935,0
1779193433.7521,386,5.75,10.39,4.95,0.3936,0.004092,0
1779193433.828,387,5.84,9.39,5.71,0.4011,0.004885,0
1779193433.9053,388,6.26,6.3,5.6,0.3962,0.00554,0
1779193433.9834,389,6.06,0.29,4.83,0.4064,0.005488,0
1779193434.0579,390,5.86,-6.7,4.59,0.4121,0.006042,0
1779193434.1236,391,5.65,-9.62,5.2,0.4131,0.004918,0
1779193434.2001,392,5.21,-13.95,6.52,0.4103,0.003847,0
1779193434.2682,393,5.13,-14.97,6.87,0.4097,0.003019,0
1779193434.3306,394,5.1,-16.0,7.16,0.4088,0.002224,0
1779193434.3981,395,5.2,-15.94,7.15,0.4092,0.002244,0
1779193434.4717,396,5.39,-15.82,7.0,0.4148,0.003277,0
1779193434.5414,397,5.56,-14.87,6.41,0.4173,0.004554,0
1779193434.6176,398,6.09,-11.52,5.9,0.4144,0.005274,0
1779193434.6927,399,6.61,-6.64,4.99,0.4143,0.005423,0
1779193434.7704,400,6.87,-6.38,5.24,0.4166,0.00497,0
1779193434.8507,401,6.93,-5.92,5.14,0.4168,0.004798,0
1779193434.9283,402,6.82,-6.58,5.22,0.4173,0.004647,0
1779193435.0158,403,7.16,-8.83,5.42,0.4203,0.003983,0
1779193435.0808,404,7.03,-9.39,5.15,0.422,0.004173,0
1779193435.136,405,6.58,-12.14,5.58,0.4313,0.005122,0
